surface,reading,romaji,pos,frequency,short_translation,detailed_translation,used_in_sentence
ばっかり,バッカリ,bakkari,助詞-副助詞,1,only,"A particle used to indicate that action or state is limited to one thing, implying exclusivity or limitation, similar to 'just' or 'only'.",彼は毎日テレビを見てばっかりいる。
ばかり,バカリ,bakari,助詞-副助詞,1,only,"Expresses the meaning of 'just', 'only', or 'merely', indicating limitation to only what is specified. It can also imply a sense of recent completion when used after a verb in its past tense form, meaning 'just finished' or 'just did'.",彼はゲームばかりしている。
いちばん,イチバン,ichiban,副詞,1,first,"The word 'いちばん' is used to indicate the first, or the most, or the number one in terms of ranking or preference. It can also mean 'best' or 'top' in different contexts.",彼はクラスでいちばん背が高い。
いで,イデ,ide,動詞-一般,1,to go out,"The verb 'いで' is an inflected form of '出る' (deru), meaning 'to go out,' 'to leave,' or 'to come out.' It is used to express the action of moving outside of a place or originating from somewhere.",彼はいで行く準備をしている。
いろ,イロ,iro,名詞-普通名詞-一般,1,color,"A visual attribute of things that results from the light they reflect, emit, or transmit, described in terms of appearance such as red, blue, green, etc. It is a basic property perceived by the sense of sight.",彼女は好きな色を選んだ。
なお,ナオ,nao,接続詞,1,furthermore,"The word 'なお' is a conjunction used to provide additional information or to add a remark. It can be translated as 'furthermore,' 'in addition,' or 'moreover.'",このイベントは無料です。なお、事前登録が必要です。
の,ノ,no,記号-一般,1,of,"The Japanese particle 'の' indicates possession or belonging, similar to the English word 'of'. It can also be used to modify nouns or to act as a nominalizer.",私は本の一部を読みました。
の,ノ,no,助詞-終助詞,1,of,"A particle used to connect a preceding part of the sentence with additional meaning or soften the tone, often used in casual and informal speech.",明日行くの。
う,ウ,u,感動詞-一般,1,Oh,"An expression of surprise, admiration, or mild astonishment, often used at the beginning of a sentence to express an emotional reaction.",う、こんなところに来るとは思わなかった。
うおっ,ウオッ,uotsu,感動詞-一般,1,Wow,"An expression of surprise, amazement, or astonishment.",うおっ、あんなに大きな魚を見たことがない！
ねぇ,ネー,nee,感動詞-一般,1,Hey,"An informal way to attract attention, call someone, or express surprise or curiosity. Often used at the beginning of a sentence when addressing someone.",ねぇ、これを見て！
ね,ネ,ne,助詞-終助詞,1,isn't it?,"A sentence-ending particle used to seek agreement or confirmation from the listener, similar to 'right?' or 'isn't it?' in English.",今日は暑いね。
にゃ,ニャ,nya,助詞-格助詞,1,(dative particle),"The particle 'にゃ' is a colloquial or dialectal variation of 'に', used to indicate direction, location, time, or purpose. It is a case marker similar to the English prepositions 'to', 'at', 'on', etc. It's often seen in informal speech or regional dialects.",その本棚にゃ好きな本がいっぱいある。
うっせ,ウッセ,usse,動詞-一般,1,shut up,"A colloquial and slang expression used to tell someone to be quiet or to stop talking, often perceived as rude or abrupt.",彼は「うっせ」と言って彼女を黙らせた。
うむ,ウム,umu,感動詞-一般,1,um,"An expression used to indicate agreement, acknowledgment, or mild contemplation. It can also be used idly in speech to pause and think, similar to 'um' or 'uh' in English.",彼の言葉に、彼女は静かにうむと答えた。
なろ,ナロ,naro,動詞-非自立可能,1,become,"The verb 'なろ' is a form of 'なる', which means 'to become'. It is used to indicate a state of change or transition, often implying an involuntary change.",彼の夢は医者になることだ。
うわ,ウワ,uwa,感動詞-一般,1,wow,"An expression of surprise, amazement, or sarcasm.",うわ、こんなにたくさんの人がいる！
なく,ナク,naku,形容詞-非自立可能,1,not,"Used to indicate the negation in certain forms, often appearing in expressions for negative forms such as 'ない' (nai) or in phrases that imply the absence or nonexistence of something.",彼は約束を守らなくて、友達を失った。
なかっ,ナカッ,nakatsu,形容詞-非自立可能,1,wasn't,"The word 'なかっ' is the past negative form of an adjective in Japanese, used to indicate that something was not a certain way in the past. It is often seen as part of conjugated forms such as 'よくなかった' (wasn't good).",昨日は天気が良くなかった。
つまり,ツマリ,tsumari,副詞,1,in other words,"The adverb 'つまり' is used to express summation or clarification of what has been said. It can translate to 'in other words,' 'that is to say,' or 'in short,' and is often used to rephrase or summarize a statement in a simpler or clearer way.",彼は病気で、つまり今日は来られないということです。
つけ,ツケ,tsuke,動詞-非自立可能,1,attach,"The verb 'つけ' is often used to mean 'attach', 'affix', or 'apply'. It is a form that suggests the action is not entirely self-sufficient, typically requiring something else to complete the meaning.",彼はポスターを壁に貼り付けた。
がっ,ガッ,gatsu,接尾辞-動詞的,1,appears,"It suggests an action or appearance or manner of how something is done, often conveying a sense of something happening suddenly or briskly.",彼はがっきりとこちらを見た。
けど,ケド,kedo,接続詞,1,but,"Though often informal, it is used to contrast two statements or imply a contradiction, similar to 'but' or 'however' in English. It can also express reservation or hesitation in Japanese when used at the end of a sentence.",雨は降っているけど、外に行きます。
じゃろう,ジャロー,jarou,助動詞,1,probably,"A colloquial auxiliary verb used primarily in western Japan (like the Kansai region) to indicate conjecture or probability, similar to 'will probably' or 'is likely to'. It can be used at the end of a sentence to express a guess or assumption.",彼は来るじゃろう。
じき,ジキ,jiki,名詞-普通名詞-副詞可能,1,time,"The Japanese word 'じき' (jiki) translates to 'time,' 'period,' or 'soon' in English, depending on context. As a noun, it refers to a specific time or period. As an adverb, it can mean 'soon' or 'shortly.'",彼はじきに来るでしょう。 (He will come shortly.)
じい,ジー,jii,名詞-普通名詞-一般,1,grandpa,A colloquial term used to refer to one's own grandfather or an elderly man in a familiar or affectionate way.,じいさんが庭で植物を育てています。
しろ,シロ,shiro,動詞-非自立可能,1,do,The verb 'しろ' is an imperative form of 'する' which means 'to do'. It is used to command someone to perform an action or task.,早く宿題をしろ。
